RouteDataID,CountryNum,StateNum,Route,RPID,Year,AOU,Count10,Count20,Count30,Count40,Count50,StopTotal,SpeciesTotal
6344877,840,25,178,101,2012,01770,0   ,0   ,25  ,0   ,0   ,1 ,25  
6350752,124,04,003,101,2013,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6232762,124,04,027,101,1999,01690,0   ,0   ,1   ,0   ,0   ,1 ,1   
6310294,124,04,127,101,2008,01690,0   ,1   ,0   ,0   ,0   ,1 ,1   
6368282,124,04,127,101,2018,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6368560,124,45,021,101,2018,01690,0   ,0   ,0   ,4   ,0   ,1 ,4   
6250868,124,45,024,101,2006,01690,0   ,0   ,1   ,0   ,0   ,1 ,1   
6261306,124,45,024,101,2007,01690,0   ,0   ,0   ,0   ,2   ,1 ,2   
6373802,124,45,026,101,2019,01690,0   ,0   ,0   ,0   ,1   ,1 ,1   
6313168,124,45,030,101,2009,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6238326,124,45,105,101,2000,01690,0   ,1   ,0   ,0   ,0   ,1 ,1   
6224408,124,45,121,101,1999,01690,0   ,0   ,1   ,0   ,0   ,1 ,1   
6300481,124,45,203,101,2008,01690,0   ,0   ,0   ,1   ,1   ,2 ,2   
6224412,124,45,209,101,1999,01690,0   ,0   ,0   ,0   ,1   ,1 ,1   
6237408,124,45,209,101,2005,01690,0   ,0   ,0   ,0   ,3   ,1 ,3   
6366962,124,45,209,101,2017,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6371930,124,45,209,101,2019,01690,0   ,0   ,2   ,0   ,0   ,1 ,2   
6340680,124,45,216,101,2011,01690,0   ,1   ,0   ,0   ,0   ,1 ,1   
6298185,124,45,305,101,2008,01690,0   ,3   ,0   ,0   ,0   ,2 ,3   
6344321,124,45,305,101,2012,01690,0   ,0   ,0   ,0   ,1   ,1 ,1   
6355197,124,45,305,101,2014,01690,0   ,1   ,0   ,0   ,0   ,1 ,1   
6352913,124,45,307,101,2013,01690,0   ,0   ,1   ,0   ,0   ,1 ,1   
6369560,124,45,307,101,2018,01690,0   ,10  ,0   ,0   ,0   ,1 ,10  
6371716,124,45,311,101,2019,01690,0   ,0   ,0   ,0   ,1   ,1 ,1   
6363128,124,76,004,101,2016,01690,0   ,0   ,2   ,0   ,0   ,1 ,2   
6350763,124,76,005,101,2013,01690,0   ,2   ,0   ,0   ,0   ,1 ,2   
6300487,124,76,055,101,2008,01690,0   ,0   ,30  ,0   ,0   ,1 ,30  
6225751,124,76,062,101,1999,01690,0   ,0   ,3   ,0   ,0   ,1 ,3   
6317308,124,76,136,101,2010,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6358756,124,79,001,101,2015,01690,0   ,2   ,0   ,0   ,0   ,2 ,2   
6354804,124,79,002,101,2014,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6373638,124,79,002,101,2019,01690,0   ,0   ,1   ,0   ,0   ,1 ,1   
6226268,124,79,020,101,1999,01690,0   ,0   ,1   ,0   ,0   ,1 ,1   
6247568,124,79,020,101,2000,01690,1   ,0   ,0   ,0   ,0   ,1 ,1   
6247322,124,79,032,101,2000,01690,0   ,0   ,0   ,1   ,0   ,1 ,1   
6360029,124,79,033,101,2015,01690,1   ,0   ,0   ,0   ,0   ,1 ,1   
