RouteDataID,CountryNum,StateNum,Route,RPID,Year,AOU,Count10,Count20,Count30,Count40,Count50,StopTotal,SpeciesTotal
6346138,124,43,001,101,2012,01480,0   ,0   ,0   ,2   ,0   ,1 ,2   
6346138,124,43,001,101,2012,02060,0   ,1   ,0   ,0   ,1   ,2 ,2   
6346138,124,43,001,101,2012,02300,1   ,0   ,4   ,4   ,2   ,9 ,11  
6346138,124,43,001,101,2012,03010,0   ,1   ,4   ,0   ,0   ,5 ,5   
6346138,124,43,001,101,2012,03020,0   ,2   ,0   ,0   ,0   ,1 ,2   
6346138,124,43,001,101,2012,04661,0   ,6   ,5   ,11  ,8   ,24,30  
6346138,124,43,001,101,2012,05220,0   ,0   ,0   ,0   ,1   ,1 ,1   
6346138,124,43,001,101,2012,05280,1   ,2   ,3   ,6   ,6   ,18,18  
6346138,124,43,001,101,2012,05420,16  ,8   ,7   ,12  ,0   ,30,43  
6346138,124,43,001,101,2012,05540,2   ,0   ,1   ,1   ,4   ,7 ,8   
6346138,124,43,001,101,2012,05590,1   ,0   ,1   ,2   ,0   ,4 ,4   
6346138,124,43,001,101,2012,05600,0   ,1   ,0   ,0   ,0   ,1 ,1   
6346138,124,43,001,101,2012,05670,0   ,0   ,2   ,0   ,3   ,4 ,5   
6346138,124,43,001,101,2012,05830,0   ,0   ,4   ,1   ,0   ,5 ,5   
6346138,124,43,001,101,2012,05850,0   ,1   ,3   ,2   ,0   ,6 ,6   
6346138,124,43,001,101,2012,06460,0   ,0   ,0   ,0   ,1   ,1 ,1   
6346138,124,43,001,101,2012,06520,2   ,6   ,4   ,6   ,5   ,21,23  
6346138,124,43,001,101,2012,06550,0   ,3   ,2   ,0   ,6   ,10,11  
6346138,124,43,001,101,2012,06750,0   ,1   ,0   ,0   ,0   ,1 ,1   
6346138,124,43,001,101,2012,07490,0   ,1   ,1   ,0   ,0   ,2 ,2   
6346138,124,43,001,101,2012,07580,0   ,0   ,0   ,0   ,3   ,2 ,3   
6346138,124,43,001,101,2012,07590,0   ,0   ,0   ,0   ,1   ,1 ,1   
6346138,124,43,001,101,2012,07610,1   ,4   ,3   ,4   ,0   ,11,12  
6373480,124,43,001,101,2019,00100,0   ,0   ,2   ,0   ,0   ,1 ,2   
6373480,124,43,001,101,2019,01370,2   ,0   ,0   ,0   ,0   ,1 ,2   
6373480,124,43,001,101,2019,01490,0   ,11  ,0   ,0   ,0   ,2 ,11  
6373480,124,43,001,101,2019,01520,0   ,2   ,0   ,0   ,0   ,1 ,2   
6373480,124,43,001,101,2019,01540,0   ,1   ,0   ,0   ,0   ,1 ,1   
6373480,124,43,001,101,2019,01650,0   ,4   ,0   ,0   ,0   ,1 ,4   
6373480,124,43,001,101,2019,01660,0   ,6   ,0   ,0   ,0   ,1 ,6   
6373480,124,43,001,101,2019,02060,0   ,0   ,4   ,1   ,0   ,2 ,5   
6373480,124,43,001,101,2019,02300,0   ,0   ,1   ,2   ,1   ,4 ,4   
6373480,124,43,001,101,2019,02550,0   ,0   ,0   ,1   ,1   ,2 ,2   
6373480,124,43,001,101,2019,02650,1   ,0   ,0   ,0   ,0   ,1 ,1   
6373480,124,43,001,101,2019,03010,0   ,0   ,0   ,1   ,1   ,2 ,2   
6373480,124,43,001,101,2019,03310,0   ,0   ,0   ,1   ,0   ,1 ,1   
6373480,124,43,001,101,2019,04590,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373480,124,43,001,101,2019,04661,8   ,10  ,21  ,15  ,19  ,38,73  
6373480,124,43,001,101,2019,04840,0   ,1   ,1   ,0   ,3   ,5 ,5   
6373480,124,43,001,101,2019,04860,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373480,124,43,001,101,2019,05090,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373480,124,43,001,101,2019,05220,0   ,0   ,3   ,0   ,0   ,1 ,3   
6373480,124,43,001,101,2019,05280,2   ,11  ,11  ,16  ,7   ,30,47  
6373480,124,43,001,101,2019,05420,9   ,0   ,8   ,5   ,0   ,14,22  
6373480,124,43,001,101,2019,05540,27  ,16  ,16  ,12  ,16  ,45,87  
6373480,124,43,001,101,2019,05580,0   ,1   ,0   ,0   ,0   ,1 ,1   
6373480,124,43,001,101,2019,05590,1   ,1   ,2   ,1   ,0   ,5 ,5   
6373480,124,43,001,101,2019,05600,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373480,124,43,001,101,2019,05670,0   ,3   ,0   ,1   ,8   ,10,12  
6373480,124,43,001,101,2019,05830,11  ,17  ,5   ,5   ,10  ,35,48  
6373480,124,43,001,101,2019,05850,3   ,8   ,12  ,16  ,16  ,37,55  
6373480,124,43,001,101,2019,06460,4   ,9   ,6   ,6   ,8   ,26,33  
6373480,124,43,001,101,2019,06520,4   ,7   ,16  ,22  ,19  ,35,68  
6373480,124,43,001,101,2019,06550,1   ,8   ,4   ,1   ,9   ,16,23  
6373480,124,43,001,101,2019,06750,1   ,2   ,1   ,3   ,3   ,10,10  
6373480,124,43,001,101,2019,06850,1   ,1   ,9   ,4   ,3   ,14,18  
6373480,124,43,001,101,2019,07490,0   ,3   ,1   ,0   ,1   ,4 ,5   
6373480,124,43,001,101,2019,07570,2   ,2   ,0   ,0   ,0   ,4 ,4   
6373480,124,43,001,101,2019,07580,1   ,0   ,0   ,0   ,4   ,4 ,5   
6373480,124,43,001,101,2019,07590,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373480,124,43,001,101,2019,07610,4   ,5   ,1   ,3   ,5   ,17,18  
6376750,124,43,001,101,2021,00100,0   ,0   ,2   ,0   ,0   ,1 ,2   
6376750,124,43,001,101,2021,01390,1   ,0   ,0   ,0   ,0   ,1 ,1   
6376750,124,43,001,101,2021,01480,0   ,2   ,0   ,0   ,0   ,1 ,2   
6376750,124,43,001,101,2021,01540,0   ,2   ,0   ,0   ,0   ,1 ,2   
6376750,124,43,001,101,2021,01630,0   ,3   ,0   ,0   ,0   ,1 ,3   
6376750,124,43,001,101,2021,02060,0   ,0   ,0   ,2   ,2   ,2 ,4   
6376750,124,43,001,101,2021,02300,0   ,0   ,0   ,3   ,1   ,4 ,4   
6376750,124,43,001,101,2021,02550,0   ,0   ,0   ,0   ,1   ,1 ,1   
6376750,124,43,001,101,2021,03010,2   ,0   ,1   ,1   ,0   ,4 ,4   
6376750,124,43,001,101,2021,03670,0   ,1   ,4   ,2   ,0   ,6 ,7   
6376750,124,43,001,101,2021,04661,3   ,8   ,9   ,16  ,16  ,35,52  
6376750,124,43,001,101,2021,04840,0   ,1   ,1   ,0   ,1   ,3 ,3   
6376750,124,43,001,101,2021,05090,0   ,0   ,0   ,1   ,1   ,2 ,2   
6376750,124,43,001,101,2021,05220,0   ,8   ,0   ,16  ,19  ,6 ,43  
6376750,124,43,001,101,2021,05280,14  ,13  ,11  ,12  ,29  ,41,79  
6376750,124,43,001,101,2021,05420,13  ,4   ,5   ,8   ,0   ,20,30  
6376750,124,43,001,101,2021,05540,21  ,12  ,13  ,16  ,8   ,41,70  
6376750,124,43,001,101,2021,05590,1   ,3   ,3   ,0   ,0   ,7 ,7   
6376750,124,43,001,101,2021,05670,1   ,6   ,3   ,2   ,8   ,18,20  
6376750,124,43,001,101,2021,05830,10  ,15  ,9   ,7   ,8   ,37,49  
6376750,124,43,001,101,2021,05850,10  ,16  ,12  ,19  ,14  ,44,71  
6376750,124,43,001,101,2021,06460,2   ,6   ,7   ,7   ,9   ,24,31  
6376750,124,43,001,101,2021,06520,11  ,6   ,7   ,17  ,15  ,34,56  
6376750,124,43,001,101,2021,06550,0   ,9   ,0   ,0   ,4   ,8 ,13  
6376750,124,43,001,101,2021,06750,0   ,4   ,2   ,7   ,9   ,15,22  
6376750,124,43,001,101,2021,06850,10  ,9   ,7   ,8   ,11  ,34,45  
6376750,124,43,001,101,2021,07490,0   ,2   ,1   ,0   ,1   ,4 ,4   
6376750,124,43,001,101,2021,07570,1   ,0   ,0   ,0   ,0   ,1 ,1   
6376750,124,43,001,101,2021,07580,1   ,0   ,0   ,0   ,3   ,3 ,4   
6376750,124,43,001,101,2021,07590,0   ,1   ,0   ,0   ,0   ,1 ,1   
6376750,124,43,001,101,2021,07610,2   ,2   ,6   ,3   ,3   ,16,16  
6376750,124,43,001,101,2021,07630,0   ,0   ,1   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,00070,0   ,1   ,0   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,00100,1   ,0   ,0   ,0   ,3   ,3 ,4   
6261079,124,43,002,101,2007,00420,4   ,0   ,0   ,0   ,0   ,1 ,4   
6261079,124,43,002,101,2007,00550,4   ,0   ,0   ,0   ,0   ,2 ,4   
6261079,124,43,002,101,2007,01320,1   ,0   ,0   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,01370,5   ,0   ,2   ,0   ,0   ,2 ,7   
6261079,124,43,002,101,2007,01390,0   ,0   ,4   ,0   ,1   ,2 ,5   
6261079,124,43,002,101,2007,01490,6   ,2   ,0   ,0   ,0   ,2 ,8   
6261079,124,43,002,101,2007,01720,0   ,1   ,0   ,0   ,2   ,2 ,3   
6261079,124,43,002,101,2007,02300,0   ,0   ,1   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,02550,0   ,0   ,0   ,2   ,0   ,2 ,2   
6261079,124,43,002,101,2007,02560,0   ,0   ,1   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,03340,0   ,0   ,0   ,1   ,0   ,1 ,1   
6261079,124,43,002,101,2007,04120,0   ,1   ,0   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,04661,0   ,2   ,3   ,2   ,0   ,5 ,7   
6261079,124,43,002,101,2007,04840,0   ,0   ,0   ,2   ,0   ,1 ,2   
6261079,124,43,002,101,2007,04860,0   ,4   ,3   ,1   ,0   ,7 ,8   
6261079,124,43,002,101,2007,05090,0   ,0   ,5   ,0   ,2   ,5 ,7   
6261079,124,43,002,101,2007,05280,0   ,0   ,8   ,6   ,3   ,7 ,17  
6261079,124,43,002,101,2007,05420,0   ,0   ,8   ,0   ,0   ,2 ,8   
6261079,124,43,002,101,2007,05540,10  ,19  ,16  ,11  ,7   ,28,63  
6261079,124,43,002,101,2007,05590,4   ,2   ,1   ,5   ,0   ,8 ,12  
6261079,124,43,002,101,2007,05600,2   ,3   ,0   ,0   ,0   ,4 ,5   
6261079,124,43,002,101,2007,05670,1   ,0   ,1   ,0   ,0   ,2 ,2   
6261079,124,43,002,101,2007,05850,0   ,0   ,0   ,2   ,2   ,4 ,4   
6261079,124,43,002,101,2007,06140,0   ,2   ,0   ,0   ,1   ,2 ,3   
6261079,124,43,002,101,2007,06180,1   ,0   ,0   ,0   ,0   ,1 ,1   
6261079,124,43,002,101,2007,06520,3   ,7   ,4   ,3   ,1   ,12,18  
6261079,124,43,002,101,2007,06550,2   ,3   ,4   ,2   ,0   ,8 ,11  
6261079,124,43,002,101,2007,06610,0   ,0   ,2   ,0   ,1   ,3 ,3   
6261079,124,43,002,101,2007,06750,1   ,4   ,1   ,0   ,0   ,4 ,6   
6261079,124,43,002,101,2007,06850,0   ,0   ,1   ,0   ,1   ,2 ,2   
6261079,124,43,002,101,2007,07580,1   ,2   ,0   ,0   ,1   ,3 ,4   
6261079,124,43,002,101,2007,07610,2   ,3   ,1   ,0   ,4   ,7 ,10  
6346139,124,43,002,101,2012,00100,0   ,0   ,1   ,0   ,0   ,1 ,1   
6346139,124,43,002,101,2012,00510,5   ,0   ,0   ,0   ,0   ,1 ,5   
6346139,124,43,002,101,2012,00600,2   ,0   ,0   ,0   ,0   ,1 ,2   
6346139,124,43,002,101,2012,01420,0   ,1   ,0   ,0   ,0   ,1 ,1   
6346139,124,43,002,101,2012,01480,3   ,0   ,0   ,0   ,0   ,1 ,3   
6346139,124,43,002,101,2012,02550,0   ,0   ,1   ,0   ,0   ,1 ,1   
6346139,124,43,002,101,2012,04661,3   ,3   ,4   ,0   ,0   ,9 ,10  
6346139,124,43,002,101,2012,05280,0   ,0   ,3   ,0   ,0   ,3 ,3   
6346139,124,43,002,101,2012,05420,0   ,0   ,1   ,0   ,0   ,1 ,1   
6346139,124,43,002,101,2012,05540,1   ,1   ,5   ,0   ,0   ,6 ,7   
6346139,124,43,002,101,2012,05670,5   ,2   ,1   ,0   ,0   ,7 ,8   
6346139,124,43,002,101,2012,05850,0   ,1   ,0   ,0   ,0   ,1 ,1   
6346139,124,43,002,101,2012,06520,1   ,9   ,6   ,5   ,0   ,12,21  
6346139,124,43,002,101,2012,06550,5   ,4   ,4   ,0   ,0   ,11,13  
6346139,124,43,002,101,2012,07490,0   ,0   ,1   ,0   ,0   ,1 ,1   
6346139,124,43,002,101,2012,07580,4   ,2   ,0   ,0   ,0   ,5 ,6   
6346139,124,43,002,101,2012,07610,0   ,3   ,0   ,0   ,0   ,3 ,3   
6351790,124,43,002,101,2013,00030,0   ,1   ,0   ,0   ,0   ,1 ,1   
6351790,124,43,002,101,2013,00070,0   ,0   ,2   ,1   ,0   ,3 ,3   
6351790,124,43,002,101,2013,00100,0   ,1   ,5   ,0   ,0   ,6 ,6   
6351790,124,43,002,101,2013,00510,2   ,4   ,0   ,0   ,0   ,5 ,6   
6351790,124,43,002,101,2013,01390,1   ,0   ,0   ,0   ,0   ,1 ,1   
6351790,124,43,002,101,2013,01420,0   ,2   ,0   ,0   ,0   ,1 ,2   
6351790,124,43,002,101,2013,01430,0   ,3   ,0   ,0   ,0   ,2 ,3   
6351790,124,43,002,101,2013,01480,0   ,0   ,0   ,0   ,1   ,1 ,1   
6351790,124,43,002,101,2013,01490,2   ,1   ,0   ,0   ,0   ,2 ,3   
6351790,124,43,002,101,2013,01720,0   ,0   ,0   ,1   ,0   ,1 ,1   
6351790,124,43,002,101,2013,01800,0   ,0   ,3   ,0   ,0   ,1 ,3   
6351790,124,43,002,101,2013,02060,0   ,0   ,0   ,2   ,0   ,2 ,2   
6351790,124,43,002,101,2013,02300,2   ,2   ,3   ,5   ,0   ,12,12  
6351790,124,43,002,101,2013,02550,1   ,0   ,0   ,1   ,0   ,2 ,2   
6351790,124,43,002,101,2013,03010,1   ,0   ,0   ,0   ,0   ,1 ,1   
6351790,124,43,002,101,2013,04661,1   ,1   ,0   ,0   ,7   ,8 ,9   
6351790,124,43,002,101,2013,04860,0   ,2   ,3   ,0   ,0   ,3 ,5   
6351790,124,43,002,101,2013,05090,0   ,0   ,0   ,0   ,1   ,1 ,1   
6351790,124,43,002,101,2013,05150,0   ,0   ,1   ,0   ,0   ,1 ,1   
6351790,124,43,002,101,2013,05280,0   ,0   ,4   ,3   ,2   ,8 ,9   
6351790,124,43,002,101,2013,05420,0   ,1   ,1   ,1   ,1   ,4 ,4   
6351790,124,43,002,101,2013,05530,0   ,1   ,0   ,0   ,0   ,1 ,1   
6351790,124,43,002,101,2013,05540,7   ,2   ,7   ,2   ,8   ,20,26  
6351790,124,43,002,101,2013,05580,2   ,2   ,0   ,0   ,0   ,2 ,4   
6351790,124,43,002,101,2013,05590,0   ,0   ,0   ,6   ,3   ,7 ,9   
6351790,124,43,002,101,2013,05600,0   ,1   ,0   ,0   ,0   ,1 ,1   
6351790,124,43,002,101,2013,05670,2   ,3   ,1   ,1   ,1   ,7 ,8   
6351790,124,43,002,101,2013,05830,0   ,1   ,1   ,0   ,0   ,2 ,2   
6351790,124,43,002,101,2013,05850,0   ,0   ,0   ,1   ,0   ,1 ,1   
6351790,124,43,002,101,2013,06180,0   ,0   ,0   ,0   ,3   ,1 ,3   
6351790,124,43,002,101,2013,06460,0   ,1   ,1   ,0   ,0   ,2 ,2   
6351790,124,43,002,101,2013,06520,1   ,11  ,5   ,14  ,5   ,25,36  
6351790,124,43,002,101,2013,06550,6   ,7   ,4   ,2   ,0   ,14,19  
6351790,124,43,002,101,2013,06610,0   ,1   ,0   ,2   ,1   ,4 ,4   
6351790,124,43,002,101,2013,06750,0   ,0   ,1   ,4   ,5   ,9 ,10  
6351790,124,43,002,101,2013,06850,1   ,1   ,0   ,0   ,1   ,3 ,3   
6351790,124,43,002,101,2013,06870,1   ,2   ,1   ,2   ,3   ,7 ,9   
6351790,124,43,002,101,2013,07490,0   ,0   ,0   ,0   ,1   ,1 ,1   
6351790,124,43,002,101,2013,07570,0   ,0   ,0   ,7   ,1   ,5 ,8   
6351790,124,43,002,101,2013,07580,5   ,8   ,2   ,1   ,4   ,17,20  
6351790,124,43,002,101,2013,07610,1   ,2   ,3   ,0   ,2   ,7 ,8   
6369865,124,43,002,101,2018,00070,0   ,2   ,1   ,1   ,1   ,5 ,5   
6369865,124,43,002,101,2018,00100,1   ,1   ,1   ,0   ,0   ,3 ,3   
6369865,124,43,002,101,2018,00510,0   ,0   ,2   ,0   ,0   ,1 ,2   
6369865,124,43,002,101,2018,00550,1   ,0   ,0   ,0   ,0   ,1 ,1   
6369865,124,43,002,101,2018,00600,0   ,0   ,0   ,0   ,2   ,2 ,2   
6369865,124,43,002,101,2018,01370,0   ,4   ,2   ,0   ,0   ,3 ,6   
6369865,124,43,002,101,2018,01390,0   ,4   ,0   ,0   ,0   ,3 ,4   
6369865,124,43,002,101,2018,01400,0   ,2   ,0   ,0   ,0   ,1 ,2   
6369865,124,43,002,101,2018,01430,0   ,0   ,2   ,0   ,0   ,2 ,2   
6369865,124,43,002,101,2018,01470,2   ,0   ,0   ,0   ,0   ,1 ,2   
6369865,124,43,002,101,2018,01490,1   ,4   ,0   ,0   ,0   ,2 ,5   
6369865,124,43,002,101,2018,01530,1   ,0   ,0   ,0   ,0   ,1 ,1   
6369865,124,43,002,101,2018,01540,0   ,0   ,0   ,0   ,1   ,1 ,1   
6369865,124,43,002,101,2018,01650,0   ,0   ,0   ,0   ,4   ,2 ,4   
6369865,124,43,002,101,2018,01720,0   ,0   ,1   ,1   ,3   ,4 ,5   
6369865,124,43,002,101,2018,01800,0   ,0   ,2   ,0   ,2   ,3 ,4   
6369865,124,43,002,101,2018,02060,2   ,0   ,3   ,3   ,0   ,6 ,8   
6369865,124,43,002,101,2018,02300,3   ,5   ,6   ,9   ,5   ,26,28  
6369865,124,43,002,101,2018,02550,0   ,1   ,0   ,5   ,4   ,10,10  
6369865,124,43,002,101,2018,02560,0   ,0   ,0   ,0   ,1   ,1 ,1   
6369865,124,43,002,101,2018,03770,0   ,1   ,0   ,0   ,0   ,1 ,1   
6369865,124,43,002,101,2018,04010,0   ,0   ,0   ,0   ,1   ,1 ,1   
6369865,124,43,002,101,2018,04661,9   ,8   ,10  ,8   ,14  ,34,49  
6369865,124,43,002,101,2018,04840,0   ,3   ,6   ,5   ,1   ,13,15  
6369865,124,43,002,101,2018,04860,0   ,2   ,3   ,3   ,1   ,8 ,9   
6369865,124,43,002,101,2018,05090,0   ,1   ,2   ,7   ,4   ,8 ,14  
6369865,124,43,002,101,2018,05150,0   ,0   ,1   ,0   ,0   ,1 ,1   
6369865,124,43,002,101,2018,05220,0   ,2   ,0   ,1   ,0   ,2 ,3   
6369865,124,43,002,101,2018,05280,5   ,7   ,8   ,8   ,7   ,24,35  
6369865,124,43,002,101,2018,05420,0   ,1   ,6   ,0   ,0   ,6 ,7   
6369865,124,43,002,101,2018,05540,8   ,9   ,7   ,17  ,9   ,34,50  
6369865,124,43,002,101,2018,05590,0   ,0   ,4   ,3   ,0   ,5 ,7   
6369865,124,43,002,101,2018,05600,5   ,5   ,2   ,2   ,2   ,13,16  
6369865,124,43,002,101,2018,05670,15  ,11  ,8   ,0   ,5   ,30,39  
6369865,124,43,002,101,2018,05830,10  ,8   ,10  ,6   ,3   ,28,37  
6369865,124,43,002,101,2018,05850,8   ,12  ,16  ,21  ,13  ,41,70  
6369865,124,43,002,101,2018,06140,0   ,0   ,0   ,0   ,2   ,1 ,2   
6369865,124,43,002,101,2018,06180,0   ,0   ,0   ,2   ,2   ,2 ,4   
6369865,124,43,002,101,2018,06460,2   ,9   ,4   ,1   ,2   ,14,18  
6369865,124,43,002,101,2018,06520,2   ,10  ,14  ,15  ,11  ,29,52  
6369865,124,43,002,101,2018,06550,13  ,10  ,15  ,16  ,10  ,41,64  
6369865,124,43,002,101,2018,06610,0   ,1   ,4   ,6   ,4   ,14,15  
6369865,124,43,002,101,2018,06750,4   ,15  ,10  ,13  ,8   ,30,50  
6369865,124,43,002,101,2018,06850,3   ,3   ,2   ,6   ,12  ,20,26  
6369865,124,43,002,101,2018,07490,1   ,0   ,5   ,5   ,4   ,14,15  
6369865,124,43,002,101,2018,07570,0   ,0   ,3   ,12  ,3   ,12,18  
6369865,124,43,002,101,2018,07580,10  ,11  ,8   ,8   ,12  ,33,49  
6369865,124,43,002,101,2018,07590,0   ,1   ,0   ,0   ,0   ,1 ,1   
6369865,124,43,002,101,2018,07610,4   ,9   ,7   ,7   ,9   ,27,36  
6373469,124,43,002,101,2019,00020,0   ,2   ,0   ,0   ,0   ,2 ,2   
6373469,124,43,002,101,2019,00070,0   ,4   ,0   ,0   ,0   ,3 ,4   
6373469,124,43,002,101,2019,00100,1   ,2   ,2   ,0   ,0   ,5 ,5   
6373469,124,43,002,101,2019,00110,0   ,0   ,1   ,0   ,0   ,1 ,1   
6373469,124,43,002,101,2019,00510,0   ,0   ,2   ,0   ,0   ,2 ,2   
6373469,124,43,002,101,2019,00550,3   ,0   ,1   ,0   ,0   ,3 ,4   
6373469,124,43,002,101,2019,00600,0   ,0   ,1   ,0   ,1   ,2 ,2   
6373469,124,43,002,101,2019,01320,0   ,0   ,0   ,0   ,2   ,1 ,2   
6373469,124,43,002,101,2019,01370,0   ,1   ,2   ,0   ,0   ,3 ,3   
6373469,124,43,002,101,2019,01390,2   ,2   ,0   ,0   ,0   ,2 ,4   
6373469,124,43,002,101,2019,01420,0   ,12  ,0   ,0   ,0   ,1 ,12  
6373469,124,43,002,101,2019,01530,1   ,0   ,0   ,0   ,0   ,1 ,1   
6373469,124,43,002,101,2019,01540,0   ,1   ,0   ,0   ,0   ,1 ,1   
6373469,124,43,002,101,2019,01720,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373469,124,43,002,101,2019,01800,1   ,0   ,0   ,0   ,1   ,2 ,2   
6373469,124,43,002,101,2019,02060,0   ,0   ,3   ,1   ,1   ,4 ,5   
6373469,124,43,002,101,2019,02300,1   ,3   ,5   ,6   ,8   ,19,23  
6373469,124,43,002,101,2019,02550,1   ,0   ,6   ,8   ,3   ,12,18  
6373469,124,43,002,101,2019,02560,0   ,0   ,0   ,1   ,0   ,1 ,1   
6373469,124,43,002,101,2019,02980,0   ,0   ,0   ,0   ,1   ,1 ,1   
6373469,124,43,002,101,2019,03700,0   ,1   ,0   ,0   ,0   ,1 ,1   
6373469,124,43,002,101,2019,04590,1   ,0   ,0   ,0   ,0   ,1 ,1   
